loan_id,book_id,member_id,loan_date,return_date
698,780,601,2023-06-14,2024-10-03
699,625,395,2023-10-20,2024-05-30
700,176,677,2023-12-25,2024-04-05
701,643,39,2023-06-25,2024-06-06
702,407,838,2023-10-06,2024-09-09
703,436,102,2023-06-07,2024-12-08
704,384,8,2023-06-14,2024-08-22
705,67,895,2023-06-09,2024-04-24
706,714,125,2023-06-02,2024-01-04
707,451,482,2023-05-08,2024-05-09
708,436,715,2023-02-27,2024-11-08
709,386,537,2023-12-14,2024-11-30
710,170,574,2023-07-09,2024-10-16
711,966,171,2023-11-29,2024-11-25
712,757,613,2023-08-17,2024-10-08
713,62,36,2023-04-28,2024-09-30
714,833,149,2023-03-08,2024-06-27
715,352,490,2023-02-24,2024-03-15
716,288,513,2023-10-25,2024-09-06
717,114,44,2023-11-15,2024-12-09
718,151,184,2023-05-30,2024-01-25
719,213,415,2023-02-26,2024-05-20
720,640,324,2023-11-15,2024-01-05
721,203,95,2023-10-01,2024-10-29
722,482,833,2023-07-26,2024-05-15
723,169,773,2023-10-15,2024-05-09
724,5,426,2023-11-02,2024-11-14
725,718,200,2023-12-18,2024-01-18
726,262,198,2023-04-19,2024-12-14
727,266,513,2023-12-19,2024-11-02
728,325,452,2023-12-13,2024-08-20
729,548,749,2023-09-06,2024-06-19
730,8,142,2023-06-19,2024-06-30
731,872,972,2023-12-13,2024-06-03
732,345,732,2023-09-14,2024-07-05
733,901,121,2023-01-15,2024-08-18
734,688,383,2023-10-10,2024-11-24
735,694,340,2023-12-01,2024-07-29
736,456,77,2023-12-18,2024-07-21
737,916,542,2023-09-25,2024-11-21
738,938,260,2023-04-27,2024-01-22
739,770,798,2023-05-25,2024-10-01
740,966,599,2023-02-09,2024-11-04
741,248,786,2023-05-09,2024-03-30
742,609,741,2023-04-04,2024-05-03
743,484,570,2023-09-16,2024-01-31
744,751,993,2023-12-24,2024-10-30
745,166,85,2023-04-17,2024-08-04
746,492,425,2023-03-11,2024-10-12
747,988,593,2023-11-06,2024-01-05
748,113,27,2023-09-07,2024-08-28
749,300,865,2023-05-26,2024-02-07
750,759,550,2023-04-19,2024-12-13
751,955,656,2023-05-26,2024-05-21
752,842,128,2023-04-21,2024-10-20
753,24,707,2023-12-06,2024-12-14
754,187,884,2023-11-03,2024-01-19
755,957,242,2023-07-01,2024-02-10
756,155,17,2023-03-18,2024-07-23
757,661,830,2023-11-24,2024-01-25
758,434,68,2023-01-21,2024-07-19
759,853,723,2023-05-03,2024-02-09
760,887,667,2023-07-17,2024-03-04
761,483,773,2023-12-15,2024-12-30
762,75,809,2023-04-15,2024-11-06
763,879,347,2023-01-15,2024-07-30
764,120,998,2023-12-08,2024-07-27
765,558,166,2023-02-25,2024-08-03
766,90,875,2023-07-13,2024-10-30
767,231,398,2023-12-25,2024-02-27
768,96,835,2023-05-23,2024-03-05
769,271,697,2023-08-14,2024-04-17
770,316,814,2023-07-14,2024-08-08
771,591,740,2023-01-24,2024-08-04
772,307,547,2023-05-21,2024-07-09
773,17,744,2023-09-06,2024-08-28
774,556,457,2023-05-28,2024-10-20
775,868,161,2023-11-07,2024-04-24
776,673,168,2023-07-14,2024-02-06
777,788,469,2023-08-05,2024-03-10
778,368,601,2023-03-16,2024-09-20
779,441,532,2023-04-23,2024-09-08
780,775,918,2023-05-18,2024-06-22
781,566,822,2023-10-07,2024-10-14
782,495,136,2023-04-21,2024-02-19
783,965,267,2023-10-31,2024-10-21
784,260,784,2023-08-17,2024-07-12
785,440,17,2023-03-23,2024-02-14
786,138,396,2023-08-19,2024-06-05
787,624,258,2023-06-13,2024-04-11
788,687,526,2023-10-19,2024-12-27
789,606,981,2023-06-24,2024-04-21
790,984,612,2023-06-18,2024-12-07
791,979,462,2023-08-14,2024-06-24
792,502,153,2023-04-05,2024-09-29
793,520,754,2023-02-18,2024-02-23
794,499,473,2023-01-27,2024-02-25
795,173,906,2023-06-10,2024-03-16
796,430,125,2023-08-26,2024-08-05
797,533,685,2023-05-27,2024-09-26
798,159,881,2023-05-10,2024-07-10
799,740,94,2023-03-02,2024-02-02
800,286,310,2023-07-12,2024-12-19
801,133,670,2023-01-22,2024-12-02
802,510,768,2023-04-06,2024-11-17
803,490,549,2023-06-10,2024-02-28
804,386,849,2023-05-21,2024-07-26
805,203,638,2023-06-05,2024-12-17
806,968,148,2023-09-13,2024-12-08
807,813,969,2023-12-18,2024-04-02
808,23,942,2023-01-03,2024-05-03
809,141,788,2023-05-01,2024-12-06
810,708,719,2023-05-12,2024-07-02
811,507,331,2023-05-17,2024-08-25
812,127,903,2023-07-02,2024-08-20
813,633,948,2023-06-25,2024-11-25
814,307,595,2023-04-15,2024-09-11
815,548,84,2023-06-09,2024-09-12
816,471,74,2023-11-28,2024-09-21
817,788,39,2023-04-10,2024-07-29
818,914,621,2023-01-27,2024-04-12
819,258,134,2023-07-31,2024-03-05
820,338,18,2023-08-22,2024-06-14
821,105,185,2023-02-07,2024-06-07
822,76,991,2023-10-17,2024-11-16
823,282,494,2023-06-01,2024-05-14
824,673,422,2023-04-18,2024-01-27
825,419,960,2023-09-25,2024-08-04
826,108,642,2023-10-06,2024-02-16
827,692,584,2023-09-30,2024-10-24
828,528,290,2023-06-08,2024-03-28
829,776,435,2023-06-08,2024-08-25
830,236,116,2023-04-28,2024-06-11
831,112,403,2023-05-28,2024-06-17
832,637,60,2023-02-21,2024-07-27
833,351,990,2023-12-03,2024-12-01
834,296,274,2023-04-30,2024-12-21
835,608,614,2023-12-04,2024-05-12
836,994,560,2023-03-16,2024-02-29
837,281,386,2023-06-18,2024-07-28
838,167,569,2023-05-28,2024-09-04
839,222,332,2023-07-13,2024-10-17
840,489,792,2023-10-16,2024-03-31
841,337,635,2023-01-10,2024-10-26
842,735,215,2023-02-20,2024-03-25
843,564,332,2023-09-09,2024-10-08
844,864,345,2023-03-04,2024-02-12
845,310,44,2023-10-27,2024-11-02
846,633,575,2023-05-13,2024-12-23
847,604,142,2023-06-15,2024-01-24
848,252,699,2023-09-12,2024-12-23
849,882,868,2023-07-30,2024-07-25
850,949,735,2023-09-02,2024-01-08
851,421,754,2023-02-05,2024-11-22
852,79,337,2023-09-06,2024-03-12
853,543,744,2023-09-30,2024-12-28
854,621,266,2023-03-10,2024-04-13
855,289,450,2023-03-17,2024-07-02
856,137,2,2023-02-11,2024-03-11
857,48,156,2023-01-10,2024-05-02
858,877,648,2023-03-17,2024-05-20
859,454,626,2023-03-29,2024-04-14
860,656,131,2023-07-20,2024-08-08
861,285,727,2023-11-15,2024-06-28
862,747,293,2023-11-19,2024-04-02
863,998,824,2023-01-23,2024-07-29
864,208,876,2023-06-28,2024-12-23
865,284,723,2023-07-14,2024-08-08
866,767,266,2023-09-22,2024-04-13
867,519,543,2023-06-14,2024-04-01
868,823,90,2023-06-23,2024-08-16
869,660,811,2023-08-30,2024-02-08
870,799,593,2023-04-22,2024-05-11
871,451,104,2023-09-27,2024-09-19
872,86,237,2023-08-03,2024-01-09
873,649,684,2023-04-06,2024-07-03
874,280,209,2023-11-28,2024-07-23
875,867,890,2023-12-26,2024-04-05
876,835,36,2023-06-27,2024-04-15
877,581,540,2023-05-22,2024-10-17
878,908,494,2023-09-14,2024-12-18
879,711,470,2023-08-11,2024-08-09
880,445,711,2023-04-25,2024-10-13
881,746,455,2023-10-22,2024-08-29
882,965,20,2023-10-23,2024-08-09
883,1,167,2023-09-19,2024-11-24
884,829,894,2023-06-09,2024-06-17
885,288,186,2023-10-27,2024-03-01
886,926,646,2023-11-30,2024-03-26
887,572,2,2023-03-17,2024-03-26
888,849,606,2023-04-20,2024-03-12
889,408,615,2023-04-19,2024-05-09
890,962,660,2023-07-13,2024-08-24
891,30,785,2023-07-01,2024-05-03
892,462,343,2023-07-24,2024-07-16
893,639,477,2023-01-29,2024-08-23
894,638,284,2023-07-09,2024-04-08
895,637,45,2023-12-12,2024-01-28
896,76,90,2023-05-03,2024-09-05
897,329,31,2023-06-09,2024-12-06
898,182,869,2023-07-05,2024-02-06
899,611,386,2023-03-19,2024-04-06
900,632,703,2023-11-08,2024-09-22
901,524,71,2023-01-05,2024-09-05
902,996,749,2023-05-25,2024-02-19
903,54,488,2023-01-19,2024-03-28
904,200,841,2023-07-09,2024-01-19
905,107,849,2023-09-04,2024-02-20
906,291,196,2023-06-28,2024-03-09
907,457,323,2023-10-05,2024-08-11
908,325,878,2023-06-26,2024-06-16
909,701,463,2023-01-21,2024-06-16
910,594,296,2023-03-01,2024-09-09
911,545,6,2023-07-05,2024-03-18
912,332,761,2023-08-03,2024-11-05
913,332,961,2023-12-23,2024-02-03
914,996,855,2023-02-28,2024-12-18
915,61,459,2023-01-26,2024-11-19
916,668,275,2023-02-15,2024-06-25
917,789,180,2023-03-06,2024-10-07
918,585,273,2023-08-31,2024-03-04
919,874,850,2023-05-29,2024-02-21
920,563,561,2023-06-14,2024-06-28
921,599,325,2023-09-01,2024-01-03
922,270,336,2023-11-21,2024-08-27
923,673,704,2023-08-19,2024-02-03
924,983,920,2023-11-05,2024-09-01
925,581,962,2023-06-01,2024-03-31
926,398,717,2023-10-13,2024-10-07
927,95,451,2023-10-10,2024-10-25
928,757,886,2023-01-11,2024-02-19
929,68,670,2023-04-29,2024-04-07
930,259,825,2023-09-03,2024-07-26
931,773,971,2023-12-05,2024-01-16
932,187,900,2023-01-24,2024-09-01
933,15,3,2023-11-24,2024-10-23
934,579,318,2023-02-23,2024-11-04
935,182,763,2023-10-14,2024-12-01
936,10,700,2023-09-30,2024-01-21
937,56,564,2023-06-16,2024-03-02
938,886,659,2023-03-31,2024-08-20
939,363,866,2023-06-17,2024-09-14
940,403,388,2023-10-30,2024-02-18
941,180,168,2023-10-25,2024-03-02
942,248,129,2023-09-09,2024-06-19
943,138,129,2023-05-30,2024-06-16
944,568,687,2023-04-01,2024-09-17
945,736,86,2023-12-16,2024-08-06
946,127,404,2023-06-16,2024-09-16
947,766,236,2023-03-08,2024-11-26
948,578,340,2023-10-12,2024-02-19
949,212,631,2023-02-17,2024-10-29
950,459,588,2023-07-09,2024-07-09
951,828,144,2023-01-11,2024-08-27
952,773,388,2023-03-20,2024-11-17
953,435,675,2023-06-29,2024-10-13
954,28,679,2023-03-09,2024-02-29
955,977,796,2023-12-01,2024-12-17
956,374,223,2023-01-30,2024-01-12
957,229,149,2023-09-27,2024-08-02
958,613,696,2023-04-22,2024-02-17
959,74,814,2023-02-10,2024-05-09
960,606,589,2023-07-06,2024-01-14
961,716,82,2023-11-04,2024-10-10
962,803,47,2023-04-17,2024-09-30
963,860,793,2023-03-01,2024-08-11
964,198,839,2023-05-22,2024-07-27
965,434,715,2023-12-21,2024-08-16
966,60,770,2023-01-30,2024-01-17
967,773,163,2023-01-01,2024-02-04
968,638,318,2023-05-13,2024-03-04
969,245,231,2023-09-23,2024-08-21
970,253,656,2023-02-03,2024-06-17
971,1,738,2023-03-03,2024-06-02
972,825,264,2023-08-07,2024-02-16
973,912,706,2023-03-24,2024-02-14
974,375,262,2023-09-12,2024-12-14
975,559,804,2023-08-16,2024-04-28
976,595,961,2023-01-26,2024-08-06
977,590,647,2023-12-17,2024-10-16
978,972,409,2023-05-20,2024-04-20
979,411,459,2023-11-08,2024-01-16
980,173,263,2023-07-11,2024-02-20
981,706,403,2023-09-01,2024-01-26
982,35,820,2023-01-24,2024-11-16
983,661,837,2023-04-13,2024-07-26
984,941,531,2023-02-22,2024-11-16
985,443,926,2023-09-18,2024-04-21
986,141,329,2023-01-22,2024-06-16
987,166,466,2023-02-24,2024-01-05
988,11,734,2023-04-23,2024-02-18
989,368,448,2023-03-28,2024-01-03
990,36,466,2023-08-24,2024-11-13
991,459,807,2023-11-04,2024-09-04
992,534,467,2023-07-30,2024-12-18
993,614,703,2023-04-15,2024-07-20
994,713,112,2023-06-12,2024-03-16
995,407,425,2023-12-30,2024-07-08
996,248,198,2023-07-10,2024-10-20
997,374,333,2023-09-11,2024-07-05
998,178,588,2023-07-25,2024-03-19
999,971,815,2023-04-28,2024-08-22
1000,209,747,2023-05-17,2024-07-08
